"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"lksolwq  ","P",04/02/2024 10:45,0,1,"",3.0,<0> (CND),0.25,<0> (CND),0.1,<0> (CND),101.3,<0> (CND),13.6,<0> (CND),1.11,<0> (CND),1.12,<3> ,"",<-1> ,"","",7.9,<0> (CND),7,<0> (CND),"",<-1> ,
"lksolwq  ","P",04/02/2024 11:00,0,1,"",2.9,<0> ,0.25,<0> ,0.1,<0> ,101.5,<0> ,13.7,<0> ,1.11,<0> ,1.12,<3> ,"",<-1> ,"","",7.9,<0> ,7,<0> ,"",<-1> ,
"lksolwq  ","P",04/02/2024 11:15,0,1,"",2.9,<0> ,0.25,<0> ,0.1,<0> ,101.4,<0> ,13.7,<0> ,1.11,<0> ,1.12,<3> ,"",<-1> ,"","",7.9,<0> ,7,<0> ,"",<-1> ,
"lksolwq  ","P",04/02/2024 11:30,0,1,"",3.0,<0> ,0.25,<0> ,0.1,<0> ,101.3,<0> ,13.6,<0> ,1.12,<0> ,1.13,<3> ,"",<-1> ,"","",8.0,<0> ,5,<0> ,"",<-1> ,
"lksolwq  ","P",04/02/2024 11:45,0,1,"",3.0,<0> ,0.25,<0> ,0.1,<0> ,101.3,<0> ,13.6,<0> ,1.12,<0> ,1.13,<3> ,"",<-1> ,"","",8.0,<0> ,5,<0> ,"",<-1> ,
"lksolwq  ","P",04/02/2024 12:00,0,1,"",3.0,<0> ,0.25,<0> ,0.1,<0> ,100.6,<0> ,13.5,<0> ,1.11,<0> ,1.12,<3> ,"",<-1> ,"","",8.0,<0> ,4,<0> ,"",<-1> ,
"lksolwq  ","P",04/02/2024 12:15,0,1,"",3.0,<0> ,0.25,<0> ,0.1,<0> ,100.8,<0> ,13.6,<0> ,1.1,<0> ,1.12,<3> ,"",<-1> ,"","",8.0,<0> ,5,<0> ,"",<-1> ,
"lksolwq  ","P",04/02/2024 12:30,0,1,"",3.0,<0> ,0.25,<0> ,0.1,<0> ,101.3,<0> ,13.6,<0> ,1.08,<0> ,1.1,<3> ,"",<-1> ,"","",8.0,<0> ,5,<0> ,"",<-1> ,
"lksolwq  ","P",04/02/2024 12:45,0,1,"",3.0,<0> ,0.25,<0> ,0.1,<0> ,101.6,<0> ,13.7,<0> ,1.04,<0> ,1.06,<3> ,"",<-1> ,"","",8.0,<0> ,6,<0> ,"",<-1> ,
"lksolwq  ","P",04/02/2024 13:00,0,1,"",3.0,<0> ,0.25,<0> ,0.1,<0> ,101.8,<0> ,13.7,<0> ,1.01,<0> ,1.03,<3> ,"",<-1> ,"","",8.0,<0> ,6,<0> ,"",<-1> ,
"lksolwq  ","P",04/02/2024 13:15,0,1,"",3.1,<0> ,0.25,<0> ,0.1,<0> ,102.2,<0> ,13.7,<0> ,0.98,<0> ,1.0,<3> ,"",<-1> ,"","",8.0,<0> ,6,<0> ,"",<-1> ,
"lksolwq  ","P",04/02/2024 13:30,0,1,"",3.1,<0> ,0.25,<0> ,0.1,<0> ,102.3,<0> ,13.7,<0> ,0.96,<0> ,0.98,<3> ,"",<-1> ,"","",8.0,<0> ,5,<0> ,"",<-1> ,
"lksolwq  ","P",04/02/2024 13:45,0,1,"",3.1,<0> ,0.25,<0> ,0.1,<0> ,102.4,<0> ,13.7,<0> ,0.96,<0> ,0.98,<3> ,"",<-1> ,"","",8.0,<0> ,6,<0> ,"",<-1> ,
"lksolwq  ","P",04/02/2024 14:00,0,1,"",3.1,<0> ,0.25,<0> ,0.1,<0> ,102.1,<0> ,13.7,<0> ,0.96,<0> ,0.98,<3> ,"",<-1> ,"","",8.0,<0> ,5,<0> ,"",<-1> ,
"lksolwq  ","P",04/02/2024 14:15,0,1,"",3.2,<0> ,0.25,<0> ,0.1,<0> ,102.2,<0> ,13.7,<0> ,0.97,<0> ,0.99,<3> ,"",<-1> ,"","",8.0,<0> ,5,<0> ,"",<-1> ,
"lksolwq  ","P",04/02/2024 14:30,0,1,"",3.2,<0> ,0.25,<0> ,0.1,<0> ,102.5,<0> ,13.7,<0> ,0.97,<0> ,1.0,<3> ,"",<-1> ,"","",8.0,<0> ,6,<0> ,"",<-1> ,
"lksolwq  ","P",04/02/2024 14:45,0,1,"",3.2,<0> ,0.25,<0> ,0.1,<0> ,102.5,<0> ,13.7,<0> ,0.99,<0> ,1.02,<3> ,"",<-1> ,"","",8.0,<0> ,6,<0> ,"",<-1> ,
"lksolwq  ","P",04/02/2024 15:00,0,1,"",3.2,<0> ,0.25,<0> ,0.1,<0> ,102.3,<0> ,13.7,<0> ,1.0,<0> ,1.03,<3> ,"",<-1> ,"","",8.0,<0> ,6,<0> ,"",<-1> ,
"lksolwq  ","P",04/02/2024 15:15,0,1,"",3.2,<0> ,0.25,<0> ,0.1,<0> ,102.2,<0> ,13.7,<0> ,0.99,<0> ,1.02,<3> ,"",<-1> ,"","",8.0,<0> ,4,<0> ,"",<-1> ,
"lksolwq  ","P",04/02/2024 15:30,0,1,"",3.2,<0> ,0.25,<0> ,0.1,<0> ,101.8,<0> ,13.6,<0> ,0.98,<0> ,1.01,<3> ,"",<-1> ,"","",8.0,<0> ,4,<0> ,"",<-1> ,
"lksolwq  ","P",04/02/2024 15:45,0,1,"",3.2,<0> ,0.25,<0> ,0.1,<0> ,102.0,<0> ,13.7,<0> ,1.0,<0> ,1.03,<3> ,"",<-1> ,"","",8.0,<0> ,5,<0> ,"",<-1> ,
"lksolwq  ","P",04/02/2024 16:00,0,1,"",3.2,<0> ,0.25,<0> ,0.1,<0> ,102.0,<0> ,13.7,<0> ,1.01,<0> ,1.04,<3> ,"",<-1> ,"","",8.0,<0> ,5,<0> ,"",<-1> ,
"lksolwq  ","P",04/02/2024 16:15,0,1,"",3.2,<0> ,0.25,<0> ,0.1,<0> ,102.0,<0> ,13.7,<0> ,1.0,<0> ,1.03,<3> ,"",<-1> ,"","",8.0,<0> ,4,<0> ,"",<-1> ,
"lksolwq  ","P",04/02/2024 16:30,0,1,"",3.2,<0> ,0.25,<0> ,0.1,<0> ,102.1,<0> ,13.7,<0> ,1.0,<0> ,1.03,<3> ,"",<-1> ,"","",8.0,<0> ,4,<0> ,"",<-1> ,
"lksolwq  ","P",04/02/2024 16:45,0,1,"",3.2,<0> ,0.25,<0> ,0.1,<0> ,102.2,<0> ,13.7,<0> ,1.0,<0> ,1.03,<3> ,"",<-1> ,"","",8.0,<0> ,4,<0> ,"",<-1> ,
